ID,Y
32267,2001
49054,1997
90911,2001
76746,1997
39663,1991
50979,2001
90632,2008
49958,2009
23105,1998
78,2005
30859,2003
35353,1998
23680,2000
17517,1988
65354,2003
53918,2007
95574,1999
51527,2004
79788,2008
86844,1999
24733,1995
58068,2004
46123,1992
15960,2002
95421,1995
31425,2006
19871,2006
3013,2010
84238,2007
13658,2001
91678,1995
43440,2007
46719,1998
77181,1985
37030,2006
40414,2001
62243,1992
85608,2008
978,1990
5637,2007
80422,2011
58130,2009
73915,2008
54377,2000
42114,1999
1035,2007
60894,2008
25084,2007
43382,2010
90382,2002
11837,2000
84994,1995
20987,2001
39909,2002
95050,2003
20757,2008
48491,2006
11341,2002
92288,2000
22678,2008
33633,2008
82469,2007
28567,1998
15037,1996
93794,2003
17839,2004
44001,2008
49091,2002
54365,2008
14324,2001
44601,1985
208,2000
43340,2004
66820,2008
90581,2006
79538,2001
49263,1992
88397,2008
77271,2006
95147,1987
7871,2004
33004,1991
76571,2011
69761,2007
40156,2006
10249,2009
90867,2002
79176,2006
65552,2005
66342,2003
26316,2008
67137,2003
20829,1989
36136,2006
23714,2007
62860,2000
54043,2000
74943,2008
20923,2005
80843,2007
66355,2005
41947,1995
32516,2008
89421,2000
22789,2001
59107,1959
47757,1961
76467,2006
71646,2005
50025,1977
82452,2000
37732,2008
54,2009
36543,2008
42645,1992
64185,2007
57511,1998
78966,1997
80536,2004
19665,2007
44371,2006
93495,2006
52742,2004
60348,2009
60754,2004
81790,2010
14320,2009
236,1987
25752,2005
65991,1998
51317,1993
49887,2005
46988,2010
16404,1980
31384,2007
16660,1999
7984,2007
15653,2007
12097,2002
12277,2007
8229,2004
92557,2006
74042,2004
50543,1997
86881,2007
51633,2007
61208,2000
20382,1990
60340,1987
71174,2001
51778,2007
68751,2008
88861,2008
89296,1991
9251,2008
2591,2007
13473,1999
23562,2006
38937,2001
66661,1998
72352,2008
22241,1997
95779,2005
91484,1997
46810,2003
81154,1993
34390,2006
95552,2004
23687,1998
41318,1997
64150,1993
37154,2003
89950,2004
84164,2008
32604,2010
43550,1995
61622,2005
17685,2003
61766,2007
94389,2000
42185,2007
54311,2006
66087,1999
2316,1982
78484,2013
48759,2009
15210,1999
81973,2010
87016,2005
5330,2007
35366,2011
5548,2010
95344,2006
65588,1999
20315,1986
42606,2008
15032,1999
56131,2000
3983,1995
34622,2005
76993,2011
85488,2007
47775,2008
53496,2002
6534,2002
16875,1995
87689,2000
89200,2000
77765,1985
2917,2010
43445,2006
45804,2008
27748,1989
25750,2000
27411,2004
51902,2009
38833,1983
10075,2002
72872,2004
54608,1995
37006,1994
74244,1993
66723,2011
89333,1992
82248,2004
66318,2004
15605,2000
95509,2012
62624,1998
69940,2008
52747,2005
1424,2003
78717,2008
67673,2009
77954,1985
83984,2007
31054,2000
82611,2004
49408,2006
2123,2008
23959,2007
8395,2002
65845,2003
52931,2001
60120,2007
65368,1991
40866,2002
44478,1995
60509,2005
48774,2007
68745,2008
29069,2004
91132,2005
60937,2008
36992,2007
44323,1991
57665,1994
43110,1992
19208,2007
68463,1995
42958,1995
61937,2007
34277,2006
15884,2008
59519,2003
28480,1994
64014,2008
33775,2004
73917,1998
28080,1985
52419,2011
6720,2001
23124,1997
90668,2007
62218,1995
15840,2009
31429,2004
12543,1998
34075,1995
56066,2003
8452,2010
78709,2007
20919,2007
85873,2009
62197,2010
42949,1993
13837,2006
78964,1997
8806,1986
63396,1986
3267,1996
32641,1998
86281,2003
6462,2000
17000,2002
48815,1986
76737,2001
3608,1997
32792,2009
94634,2010
6608,2004
79618,1996
20659,2002
37769,2007
40671,1995
15359,2008
87560,2006
61229,2001
10184,2007
4982,2004
69028,2000
94441,1999
74295,2008
5145,1994
24528,1995
30771,1993
6411,2010
10363,2000
21834,1988
86920,2008
86927,2007
45863,2005
42919,2009
76778,1995
41914,1995
5686,2006
89483,2009
31702,2004
51268,2001
11215,2010
72932,2004
92790,2010
85917,2006
37378,2006
34438,2000
3280,1998
15148,2010
47365,2007
33386,1998
84815,1991
89651,2004
64698,1995
66507,2012
59568,2002
49134,2003
92471,1997
85668,1997
48060,2004
73263,2007
60339,1989
30534,2000
2496,2000
87904,2007
94100,1997
60927,2009
91093,2004
16771,1997
73217,2007
43082,1992
71232,2007
7327,2010
59059,1996
68532,2010
59757,2004
79780,2002
26173,2008
52346,2001
75886,2015
21462,2006
50764,1997
61107,2009
89640,2000
48578,2007
62785,2007
76633,2010
14819,1997
39935,2006
39692,2001
18902,2009
17495,1999
32835,1987
95424,1999
59548,1989
7058,2002
72014,1995
45245,2009
49374,2006
75742,2007
51309,1997
56259,2004
55094,1998
83058,1997
26330,2002
15031,2004
61992,2008
86053,1992
2034,2010
84824,1993
25898,2007
24590,2004
48449,2007
80360,1999
14584,1993
65369,1995
17309,2009
63516,1995
59087,2002
54424,1991
14066,1991
5209,2007
91449,2010
61753,1999
30681,1995
1221,2006
86967,1990
94825,2000
37372,2008
23581,2006
82812,1999
10356,1998
19443,2004
82829,2005
61005,2010
96201,2005
32691,1988
13211,2009
72543,1997
24171,2002
25613,2002
66721,2011
92341,1999
15838,2010
86175,2010
68296,2007
40927,2004
38234,1992
63461,1999
71870,2010
82262,2011
62100,2010
8114,2003
78314,1998
44773,2012
74346,1999
28271,2009
27967,2002
92496,2002
2377,1992
93757,2008
5226,2011
70648,2012
74118,2004
84628,2008
84154,2005
13926,1980
22642,1985
48140,2003
45409,2005
37678,2004
17184,1997
80044,2004
15554,2004
45622,2009
68237,2003
5555,2011
91957,2001
87561,2008
52546,1994
78545,2010
4663,2011
26521,1995
6691,1998
38682,2010
49974,1998
69089,2002
42355,2007
84519,2006
6536,2006
88731,2006
54483,1996
82996,2009
6320,2010
81945,2007
65127,2005
76977,2012
22937,2010
59309,1995
84132,1993
68090,2002
88442,2007
47884,1997
46312,1998
45714,1998
90559,2001
82263,2011
74766,2006
89260,1992
51397,2007
31716,2005
20487,2002
75074,2000
3825,2005
44813,2005
83911,2014
456,2008
2457,2008
25791,2004
362,2009
51844,2002
88775,2009
93315,2005
55320,2000
61108,2006
53877,1993
74600,2005
74479,2009
81169,2001
56757,1989
68721,2001
31001,2007
12465,2011
34448,2009
14003,1997
72633,2007
61148,2002
15146,2007
36450,2002
8435,2003
52206,2010
50456,2001
44875,2008
81672,2010
82299,2010
43305,2004
32007,2001
92205,2009
4940,1989
50316,2000
65703,1991
27089,2002
32034,1994
25387,2010
94865,2002
22605,1984
54980,2013
34166,2008
28194,2003
11442,2003
42079,2011
23473,2007
45556,2009
23244,1999
48964,2008
26390,2005
40077,1992
35852,1993
58945,1989
45304,2003
56518,2008
78645,2000
32303,2003
26883,2006
79236,2011
8710,2006
64044,2009
35182,1993
23833,2006
69775,1992
89498,1999
22494,2004
57832,2009
35762,2011
61473,2004
11339,2007
39747,1997
17571,2005
64448,2010
56249,2003
78028,2008
64973,2007
28360,2003
37380,2001
42616,2005
27124,2002
16556,2009
96014,1999
86717,2007
87925,2000
36560,2008
95661,1999
38984,2006
26014,2003
88982,2007
39855,2001
65565,1972
204,2003
35772,2007
30990,2006
18860,2005
41302,1997
32671,2005
10734,2005
75017,2011
91686,2002
75085,2010
58434,2007
74851,2000
14246,1997
86232,1999
25813,2004
2996,2006
34721,2003
91930,2006
31522,1984
21922,1993
61336,1990
58236,2009
47812,2008
94782,2009
57239,1980
82500,2005
83649,2001
31444,2008
72458,2005
56745,2006
90024,2007
62844,2001
63631,2008
18759,2003
61582,2007
82854,2005
22450,2010
21341,2004
53525,2002
53875,1998
17808,1993
17806,1996
68817,2000
88743,2005
81669,1996
25995,1984
73750,1999
51455,1997
22501,2007
73896,2010
9837,2007
90872,1997
6518,2008
38686,2007
1185,1995
7546,2008
51071,1996
57502,2007
3112,1996
15518,1998
89951,2010
92111,1996
18868,2008
5460,2008
70789,2005
62731,2005
69320,2008
13736,2011
72337,2011
80977,1992
92080,1999
5768,2005
73880,2000
1870,2006
61316,2000
11991,2009
30871,1997
74430,2010
56309,2004
39066,1992
75891,2005
6906,2010
19663,2008
71196,1999
56174,2006
94648,2001
4782,1997
44400,1995
41447,1991
83996,2004
45054,2007
70760,2005
89382,2002
86917,2009
43740,2008
65003,2006
54614,2009
26705,1999
26362,1998
1017,2006
6362,2008
96150,2006
69961,1993
70971,2009
7081,2002
95992,1989
62511,2005
30277,2008
75696,2006
74752,2005
96084,1999
29634,1995
557,1995
61880,2010
78793,1997
72221,2005
94585,2010
13301,2000
25569,2007
42545,2010
36801,2008
26446,2007
58219,2008
59388,2006
19733,2008
95922,1995
31847,2004
29070,1994
72686,2004
55154,1999
96352,2002
23683,1996
52363,2007
48630,1989
20193,2000
64668,2008
41566,2000
2835,2012
74898,1998
62319,1992
74955,2003
58090,2009
31769,1994
24737,2005
19394,2000
18990,2008
23938,1994
69743,1991
63324,2008
80636,1999
43226,2007
50336,2002
58958,1991
35922,2002
36811,2002
61953,2009
24662,2004
31709,2000
47798,2007
36967,2004
5808,2007
84646,2008
37025,2007
75216,1995
93424,2007
85771,2005
89700,2010
67069,1999
92240,2001
19197,2008
55681,2001
79171,2007
58770,2003
33751,1999
26307,2006
95576,2002
95317,2009
83323,2001
13571,2005
24893,2006
55049,2009
66246,2006
440,1994
49649,1990
29820,2008
53286,2002
55035,2009
2281,2007
66869,2003
21569,2000
35865,2002
48176,1984
87608,2010
89556,1997
48039,1998
78943,2003
47606,1999
88111,2000
5322,2007
24525,2007
54502,1985
86987,1992
87275,2006
57437,1997
84834,1998
43631,1997
43954,2006
31019,2005
72261,2008
27895,1987
54044,1987
416,2004
92,2009
37883,1991
54874,1991
6883,1993
30732,1993
43945,2010
50018,1995
21628,2005
70551,2007
69966,2004
87523,2005
86848,1995
66595,1999
87539,2010
76380,2003
19315,1997
94311,2012
52225,2008
79846,2002
3195,2004
55213,1991
66015,2000
25818,2008
35788,2005
4043,1991
48199,2008
24545,2002
30058,1994
85783,2007
35415,2010
18339,2006
5852,1993
47917,2002
43575,2001
57455,1999
59290,1993
22658,2001
5915,2007
28400,2010
16754,2007
70208,2000
87644,2006
39163,2001
1999,2007
76115,1994
48067,2008
47036,2002
76964,2008
14620,1997
94322,2004
55931,2004
27560,2003
38237,1988
92736,1998
15248,1998
45174,1998
63548,2007
47299,2006
59737,2009
71311,2008
55278,1992
56645,2008
59176,1989
66861,2008
14139,2004
60031,1996
61441,1993
35294,2005
4251,1998
50684,2009
17994,2000
53925,2009
173,1992
42611,2008
6914,2006
51346,2006
47261,2006
80876,2004
1484,1994
93215,2007
62213,2004
57269,2007
86331,2003
49678,2008
27763,1999
44863,2008
52955,2001
72614,2006
19418,2000
9483,2010
33886,1993
55332,2007
45103,2012
85382,2006
19782,2006
78931,1999
17455,2008
78031,1998
73237,2007
15184,2000
18893,2009
91261,2009
52766,2003
24446,2010
4533,2010
